service_date,facility_id,outpatient_visits,emergency_arrivals,admissions,discharges,avg_ed_wait_minutes,avg_outpatient_wait_minutes,no_show_rate,bed_occupancy_rate,staff_hours,overtime_hours,patient_satisfaction_score,district_id,facility_type,ed_wait_variance_minutes,outpatient_wait_variance_minutes,high_occupancy_flag,access_risk_score
2025-03-09,F004,193,90,6,6,58,25,0.0843,0.3522,249.2,0,79.8,D02,Urgent Care,20,5,N,37.1
2025-03-09,F005,498,113,36,38,65,34,0.093,0.8028,1099.2,0,81.6,D03,Hospital,7,9,N,33.9
2025-03-09,F006,185,0,0,0,0,23,0.0748,0.0,77.7,0,76.5,D03,Community Clinic,0,2,N,27.0
2025-03-09,F007,406,95,31,27,68,29,0.0751,0.7803,801.5,0,77.0,D04,Hospital,12,4,N,24.7
2025-03-09,F008,147,0,0,0,0,28,0.0488,0.0,61.7,0,80.6,D04,Community Clinic,0,8,N,20.7
2025-03-09,F009,232,78,20,21,80,27,0.0692,0.8602,533.7,4.3,79.4,D05,Hospital,28,4,N,25.4
2025-03-09,F010,133,59,2,2,58,13,0.0585,0.4618,162.4,0,76.9,D05,Urgent Care,24,-6,N,21.4
2025-03-10,F001,431,101,28,30,79,27,0.0774,0.8216,753.0,0.3,77.9,D01,Hospital,24,3,N,28.9
2025-03-10,F002,189,0,0,0,0,21,0.0621,0.0,79.4,0,82.0,D01,Community Clinic,0,-1,N,20.4
2025-03-10,F003,612,193,59,59,100,36,0.0868,0.9095,1190.0,25.1,71.3,D02,Hospital,40,10,Y,44.0
2025-03-10,F004,283,123,6,6,78,22,0.0957,0.4546,330.1,0,78.6,D02,Urgent Care,40,2,N,41.5
2025-03-10,F005,727,195,61,65,89,39,0.0631,0.8762,1403.1,23.7,68.4,D03,Hospital,31,14,N,37.8
2025-03-10,F006,210,0,0,0,0,36,0.0555,0.0,88.2,0,80.9,D03,Community Clinic,0,15,N,30.6
2025-03-10,F007,509,131,35,31,71,36,0.0494,0.8139,908.4,0,77.7,D04,Hospital,15,11,N,25.4
2025-03-10,F008,197,0,0,0,0,23,0.0628,0.0,82.7,0,84.2,D04,Community Clinic,0,3,N,20.1
2025-03-10,F009,359,113,36,37,75,23,0.0518,0.9121,700.8,12.0,81.4,D05,Hospital,23,0,Y,20.4
2025-03-10,F010,175,83,5,5,65,23,0.0448,0.3664,220.3,0,77.4,D05,Urgent Care,31,4,N,23.1
2025-03-11,F001,398,128,40,36,85,27,0.0935,0.7714,808.5,0,73.7,D01,Hospital,30,3,N,32.1
2025-03-11,F002,179,0,0,0,0,23,0.0599,0.0,75.2,0,81.2,D01,Community Clinic,0,1,N,20.6
2025-03-11,F003,438,127,31,32,81,31,0.0813,0.8139,919.5,0,69.2,D02,Hospital,21,5,N,36.9
2025-03-11,F004,262,110,4,4,76,33,0.0804,0.5209,298.2,0,77.3,D02,Urgent Care,38,13,N,44.2
2025-03-11,F005,573,153,44,45,59,40,0.082,0.7391,1210.5,0,77.3,D03,Hospital,1,15,N,34.0
2025-03-11,F006,217,0,0,0,0,27,0.0795,0.0,91.1,0,76.5,D03,Community Clinic,0,6,N,29.4
2025-03-11,F007,407,118,30,29,79,31,0.0825,0.8621,820.0,8.9,80.3,D04,Hospital,23,6,N,28.9
2025-03-11,F008,214,0,0,0,0,23,0.0704,0.0,89.9,0,83.6,D04,Community Clinic,0,3,N,21.0
2025-03-11,F009,328,87,31,33,71,34,0.0547,0.7692,639.0,0,79.8,D05,Hospital,19,11,N,24.8
2025-03-11,F010,169,73,3,3,48,24,0.0438,0.3995,199.5,0,76.6,D05,Urgent Care,14,5,N,19.7
2025-03-12,F001,407,92,30,28,61,29,0.0762,0.787,739.2,0,73.6,D01,Hospital,6,5,N,25.7
2025-03-12,F002,194,0,0,0,0,34,0.0529,0.0,81.5,0,79.1,D01,Community Clinic,0,12,N,24.7
2025-03-12,F003,415,130,34,35,79,31,0.0826,0.766,921.8,0,74.6,D02,Hospital,19,5,N,36.6
2025-03-12,F004,259,102,4,4,63,23,0.0908,0.4292,289.0,0,80.2,D02,Urgent Care,25,3,N,38.0
2025-03-12,F005,587,129,45,41,64,37,0.0979,0.8063,1199.4,0,74.4,D03,Hospital,6,12,N,35.6
2025-03-12,F006,227,0,0,0,0,32,0.0534,0.0,95.3,0,83.0,D03,Community Clinic,0,11,N,28.5
2025-03-12,F007,429,126,33,33,82,25,0.0844,0.8561,851.6,8.2,77.4,D04,Hospital,26,0,N,27.0
2025-03-12,F008,180,0,0,0,0,28,0.0617,0.0,75.6,0,83.5,D04,Community Clinic,0,8,N,22.2
2025-03-12,F009,320,105,31,29,87,26,0.0707,0.8709,651.8,10.4,79.2,D05,Hospital,35,3,N,26.6
2025-03-12,F010,177,81,6,6,61,24,0.0646,0.4944,223.5,0,76.2,D05,Urgent Care,27,5,N,25.0
2025-03-13,F001,393,90,31,33,76,36,0.0511,0.855,733.6,6.3,76.4,D01,Hospital,21,12,N,29.1
2025-03-13,F002,197,0,0,0,0,27,0.0687,0.0,82.7,0,84.0,D01,Community Clinic,0,5,N,23.4
2025-03-13,F003,579,167,47,47,86,31,0.079,0.9153,1099.1,19.0,73.6,D02,Hospital,26,5,Y,37.8
2025-03-13,F004,255,98,6,6,56,27,0.079,0.5277,291.0,0,80.9,D02,Urgent Care,18,7,N,36.9
2025-03-13,F005,648,182,63,63,69,39,0.0673,0.7952,1355.3,0,72.2,D03,Hospital,11,14,N,33.9
2025-03-13,F006,209,0,0,0,0,30,0.063,0.0,87.8,0,82.8,D03,Community Clinic,0,9,N,28.8
2025-03-13,F007,430,141,48,51,73,28,0.0926,0.8991,926.5,13.3,76.7,D04,Hospital,17,3,N,27.4
2025-03-13,F008,196,0,0,0,0,25,0.0654,0.0,82.3,0,83.6,D04,Community Clinic,0,5,N,21.3
2025-03-13,F009,310,74,23,24,63,21,0.0672,0.8378,584.8,2.6,75.2,D05,Hospital,11,-2,N,19.6
2025-03-13,F010,164,73,2,2,55,22,0.0524,0.4302,192.8,0,77.7,D05,Urgent Care,21,3,N,21.4
2025-03-14,F001,365,122,31,30,77,30,0.1008,0.8285,748.7,1.7,74.3,D01,Hospital,22,6,N,32.6
2025-03-14,F002,179,0,0,0,0,28,0.0714,0.0,75.2,0,83.5,D01,Community Clinic,0,6,N,24.2
2025-03-14,F003,485,149,46,40,80,33,0.0769,0.8628,1026.3,10.4,79.9,D02,Hospital,20,7,N,37.1
2025-03-14,F004,260,111,6,6,62,28,0.06,0.4797,306.0,0,78.4,D02,Urgent Care,24,8,N,36.4
2025-03-14,F005,610,156,45,40,77,30,0.0714,0.8112,1237.7,0,75.4,D03,Hospital,19,5,N,32.1
2025-03-14,F006,218,0,0,0,0,28,0.0849,0.0,91.6,0,85.1,D03,Community Clinic,0,7,N,30.5
2025-03-14,F007,415,110,33,34,67,28,0.0758,0.806,828.8,0,78.3,D04,Hospital,11,3,N,24.1
2025-03-14,F008,208,0,0,0,0,37,0.0878,0.0,87.4,0,84.5,D04,Community Clinic,0,17,N,29.4
2025-03-14,F009,289,91,28,26,60,29,0.0515,0.814,609.4,0,81.6,D05,Hospital,8,6,N,19.7
2025-03-14,F010,167,77,5,5,63,21,0.0902,0.466,210.2,0,76.4,D05,Urgent Care,29,2,N,27.2
2025-03-15,F001,275,63,19,18,47,23,0.0765,0.7559,595.1,0,81.1,D01,Hospital,-8,-1,N,22.1
2025-03-15,F002,152,0,0,0,0,28,0.0911,0.0,63.8,0,76.2,D01,Community Clinic,0,6,N,26.6
2025-03-15,F003,366,123,41,42,69,32,0.0797,0.8451,916.1,4.7,73.0,D02,Hospital,9,6,N,34.5
2025-03-15,F004,223,93,6,6,61,26,0.0771,0.4271,268.6,0,78.7,D02,Urgent Care,23,6,N,37.3
2025-03-15,F005,506,115,37,39,70,30,0.0606,0.709,1109.5,0,78.7,D03,Hospital,12,5,N,29.3
2025-03-15,F006,204,0,0,0,0,27,0.0699,0.0,85.7,0,79.4,D03,Community Clinic,0,6,N,28.2
2025-03-15,F007,366,114,37,38,62,27,0.0745,0.7945,821.6,0,82.8,D04,Hospital,6,2,N,22.4
2025-03-15,F008,149,0,0,0,0,27,0.0732,0.0,62.6,0,84.7,D04,Community Clinic,0,7,N,23.1
2025-03-15,F009,220,60,19,17,60,30,0.0676,0.7511,506.0,0,78.4,D05,Hospital,8,7,N,22.1
2025-03-15,F010,120,50,2,2,57,21,0.0816,0.343,146.7,0,79.7,D05,Urgent Care,23,2,N,24.9
2025-03-16,F001,289,81,28,28,74,34,0.0882,0.7475,655.9,0,75.2,D01,Hospital,19,10,N,32.2
2025-03-16,F002,164,0,0,0,0,28,0.083,0.0,68.9,0,81.8,D01,Community Clinic,0,6,N,25.6
2025-03-16,F003,373,94,29,26,68,30,0.0742,0.7842,844.5,0,78.1,D02,Hospital,8,4,N,32.8
2025-03-16,F004,184,77,4,4,56,28,0.0761,0.272,223.9,0,75.2,D02,Urgent Care,18,8,N,37.0
2025-03-16,F005,502,140,39,38,71,26,0.0606,0.8256,1139.1,1.5,76.4,D03,Hospital,13,1,N,27.7
2025-03-16,F006,174,0,0,0,0,22,0.0957,0.0,73.1,0,87.1,D03,Community Clinic,0,1,N,29.1
2025-03-16,F007,339,85,29,28,75,36,0.0683,0.8031,747.2,0,74.6,D04,Hospital,19,11,N,28.5
2025-03-16,F008,143,0,0,0,0,28,0.0776,0.0,60.1,0,81.1,D04,Community Clinic,0,8,N,24.1
2025-03-16,F009,214,56,16,14,53,33,0.0733,0.774,486.9,0,76.5,D05,Hospital,1,10,N,22.6
2025-03-16,F010,135,55,1,1,41,21,0.0694,0.422,155.7,0,75.9,D05,Urgent Care,7,2,N,19.9
2025-03-17,F001,445,145,45,40,83,30,0.0692,0.8708,870.5,8.6,71.1,D01,Hospital,28,6,N,30.1
2025-03-17,F002,229,0,0,0,0,28,0.0632,0.0,96.2,0,82.7,D01,Community Clinic,0,6,N,23.2
2025-03-17,F003,560,175,59,64,90,31,0.074,0.8197,1144.2,0,76.0,D02,Hospital,30,5,N,38.0
2025-03-17,F004,226,106,6,6,60,37,0.082,0.2228,282.6,0,73.5,D02,Urgent Care,22,17,N,42.6
2025-03-17,F005,729,172,46,46,74,33,0.0813,0.8737,1322.3,19.0,75.5,D03,Hospital,16,8,N,34.0
2025-03-17,F006,268,0,0,0,0,30,0.0834,0.0,112.6,0,83.2,D03,Community Clinic,0,9,N,31.2
2025-03-17,F007,484,143,50,44,93,39,0.0796,0.8494,966.1,6.2,73.4,D04,Hospital,37,14,N,35.2
2025-03-17,F008,201,0,0,0,0,24,0.083,0.0,84.4,0,83.4,D04,Community Clinic,0,4,N,23.0
2025-03-17,F009,378,115,32,28,76,29,0.059,0.8454,697.1,3.8,77.2,D05,Hospital,24,6,N,24.2
2025-03-17,F010,186,86,5,5,64,25,0.0644,0.453,229.2,0,80.2,D05,Urgent Care,30,6,N,26.1
2025-03-18,F001,377,120,40,37,73,29,0.0573,0.8593,789.4,6.3,75.6,D01,Hospital,18,5,N,26.0
2025-03-18,F002,177,0,0,0,0,27,0.0698,0.0,74.3,0,78.7,D01,Community Clinic,0,5,N,23.6
2025-03-18,F003,428,104,28,25,71,26,0.079,0.8382,880.2,5.1,73.4,D02,Hospital,11,0,N,32.2
2025-03-18,F004,245,117,6,6,61,28,0.0742,0.4509,303.5,0,81.6,D02,Urgent Care,23,8,N,37.9
2025-03-18,F005,574,168,52,49,81,30,0.0981,0.8109,1257.3,0,74.2,D03,Hospital,23,5,N,36.2
2025-03-18,F006,234,0,0,0,0,32,0.0797,0.0,98.3,0,80.0,D03,Community Clinic,0,11,N,31.7
2025-03-18,F007,405,101,25,24,67,38,0.08,0.8439,782.7,5.1,69.6,D04,Hospital,11,13,N,29.1
2025-03-18,F008,196,0,0,0,0,22,0.0725,0.0,82.3,0,84.7,D04,Community Clinic,0,2,N,20.8
2025-03-18,F009,309,104,25,26,73,28,0.0712,0.8384,620.8,2.7,74.6,D05,Hospital,21,5,N,24.5
2025-03-18,F010,164,66,2,2,51,23,0.0695,0.5045,186.1,0,78.8,D05,Urgent Care,17,4,N,23.0
2025-03-19,F001,409,100,33,35,72,28,0.0819,0.8466,760.0,6.1,74.8,D01,Hospital,17,4,N,28.3
2025-03-19,F002,172,0,0,0,0,27,0.0697,0.0,72.2,0,83.0,D01,Community Clinic,0,5,N,23.6
2025-03-19,F003,516,143,49,50,89,36,0.0997,0.8818,1049.7,18.8,71.1,D02,Hospital,29,10,N,43.1
2025-03-19,F004,211,96,7,7,62,29,0.0872,0.3663,268.9,0,77.1,D02,Urgent Care,24,9,N,40.1
2025-03-19,F005,546,155,51,53,68,26,0.0736,0.8378,1225.5,5.4,80.9,D03,Hospital,10,1,N,28.6
2025-03-19,F006,218,0,0,0,0,29,0.0824,0.0,91.6,0,84.2,D03,Community Clinic,0,8,N,30.6
2025-03-19,F007,429,97,30,32,64,23,0.0668,0.7495,812.1,0,77.9,D04,Hospital,8,-2,N,21.0
2025-03-19,F008,182,0,0,0,0,27,0.0651,0.0,76.4,0,85.6,D04,Community Clinic,0,7,N,22.2
2025-03-19,F009,281,91,23,22,74,28,0.0664,0.8538,585.0,4.8,74.9,D05,Hospital,22,5,N,24.2
2025-03-19,F010,146,61,2,2,62,22,0.0462,0.4439,171.4,0,80.1,D05,Urgent Care,28,3,N,22.2
2025-03-20,F001,335,113,32,33,83,30,0.0832,0.8763,727.6,8.4,76.2,D01,Hospital,28,6,N,31.8
2025-03-20,F002,196,0,0,0,0,25,0.0757,0.0,82.3,0,85.0,D01,Community Clinic,0,3,N,23.4
2025-03-20,F003,483,119,40,41,71,36,0.0934,0.8003,972.7,0,76.6,D02,Hospital,11,10,N,38.4
2025-03-20,F004,212,99,3,3,46,26,0.0864,0.452,256.2,0,80.9,D02,Urgent Care,8,6,N,35.1
2025-03-20,F005,555,132,42,38,68,25,0.0475,0.7555,1172.7,0,78.7,D03,Hospital,10,0,N,25.0
2025-03-20,F006,201,0,0,0,0,24,0.0585,0.0,84.4,0,84.0,D03,Community Clinic,0,3,N,25.5
2025-03-20,F007,450,130,34,34,63,28,0.0634,0.8788,871.0,12.3,77.7,D04,Hospital,7,3,N,21.7
2025-03-20,F008,150,0,0,0,0,20,0.0688,0.0,63.0,0,81.0,D04,Community Clinic,0,0,N,19.5
2025-03-20,F009,274,74,23,21,60,19,0.0974,0.8154,565.0,0,77.3,D05,Hospital,8,-4,N,22.5
2025-03-20,F010,143,56,1,1,61,16,0.0729,0.4511,161.0,0,81.7,D05,Urgent Care,27,-3,N,23.8
2025-03-21,F001,362,122,32,33,66,37,0.0811,0.8113,751.0,0,77.4,D01,Hospital,11,13,N,31.0
2025-03-21,F002,191,0,0,0,0,20,0.0647,0.0,80.2,0,87.5,D01,Community Clinic,0,-2,N,20.7
2025-03-21,F003,468,144,42,39,75,28,0.0621,0.8395,996.2,3.5,76.4,D02,Hospital,15,2,N,32.0
2025-03-21,F004,249,115,4,4,59,27,0.0915,0.4663,295.8,0,75.1,D02,Urgent Care,21,7,N,39.0
2025-03-21,F005,640,214,55,60,82,36,0.0844,0.8987,1349.3,20.1,70.7,D03,Hospital,24,11,N,37.5
2025-03-21,F006,235,0,0,0,0,26,0.0976,0.0,98.7,0,81.0,D03,Community Clinic,0,5,N,31.1
2025-03-21,F007,444,104,26,27,67,32,0.0655,0.8499,811.0,6.9,76.9,D04,Hospital,11,7,N,24.6
2025-03-21,F008,168,0,0,0,0,24,0.0866,0.0,70.6,0,84.1,D04,Community Clinic,0,4,N,23.4
2025-03-21,F009,234,69,17,15,62,25,0.0553,0.7675,514.2,0,78.7,D05,Hospital,10,2,N,18.8
2025-03-21,F010,170,76,2,2,59,21,0.0637,0.4548,198.9,0,76.0,D05,Urgent Care,25,2,N,23.1
2025-03-22,F001,306,92,25,26,61,28,0.0728,0.852,663.7,5.4,73.8,D01,Hospital,6,4,N,24.8
2025-03-22,F002,161,0,0,0,0,29,0.0754,0.0,67.6,0,84.3,D01,Community Clinic,0,7,N,25.1
2025-03-22,F003,401,123,29,29,70,36,0.0665,0.8418,887.4,5.7,69.4,D02,Hospital,10,10,N,35.0
2025-03-22,F004,189,77,6,6,61,25,0.0664,0.3093,234.7,0,77.6,D02,Urgent Care,23,5,N,35.6
2025-03-22,F005,465,152,53,55,70,29,0.0688,0.797,1186.2,0,73.0,D03,Hospital,12,4,N,29.8
2025-03-22,F006,163,0,0,0,0,25,0.0905,0.0,68.5,0,80.9,D03,Community Clinic,0,4,N,29.8
2025-03-22,F007,337,81,20,17,50,19,0.0752,0.8284,706.3,1.7,78.3,D04,Hospital,-6,-6,N,20.2
2025-03-22,F008,128,0,0,0,0,17,0.0798,0.0,53.8,0,83.6,D04,Community Clinic,0,-3,N,20.8
2025-03-22,F009,233,64,22,23,56,31,0.0706,0.8308,528.9,1.7,78.0,D05,Hospital,4,8,N,22.1
2025-03-22,F010,131,56,3,3,57,22,0.0797,0.498,162.4,0,80.7,D05,Urgent Care,23,3,N,25.1
2025-03-23,F001,301,66,20,20,66,32,0.0791,0.8028,616.2,0,78.9,D01,Hospital,11,8,N,28.5
2025-03-23,F002,146,0,0,0,0,23,0.0627,0.0,61.3,0,82.6,D01,Community Clinic,0,1,N,20.9
2025-03-23,F003,416,98,25,24,73,38,0.0673,0.798,855.9,0,77.7,D02,Hospital,13,12,N,36.6
2025-03-23,F004,185,79,3,3,59,30,0.0686,0.4156,222.4,0,79.9,D02,Urgent Care,21,10,N,37.7
2025-03-23,F005,506,159,55,55,69,24,0.0692,0.7462,1223.3,0,80.4,D03,Hospital,11,-1,N,27.9
2025-03-23,F006,187,0,0,0,0,18,0.0819,0.0,78.5,0,86.9,D03,Community Clinic,0,-3,N,27.0
2025-03-23,F007,330,85,26,25,59,37,0.0654,0.8428,730.2,3.0,75.6,D04,Hospital,3,12,N,25.1
2025-03-23,F008,136,0,0,0,0,20,0.0706,0.0,57.1,0,86.0,D04,Community Clinic,0,0,N,19.7
2025-03-23,F009,226,70,21,18,58,31,0.0606,0.8164,526.8,0,77.7,D05,Hospital,6,8,N,21.3
2025-03-23,F010,125,55,4,4,47,20,0.0545,0.4433,162.2,0,81.7,D05,Urgent Care,13,1,N,18.9
2025-03-24,F001,465,115,35,31,79,32,0.0578,0.8436,813.0,4.0,72.4,D01,Hospital,24,8,N,28.8
2025-03-24,F002,196,0,0,0,0,31,0.0784,0.0,82.3,0,77.5,D01,Community Clinic,0,9,N,26.4
2025-03-24,F003,560,154,44,45,87,37,0.0807,0.8666,1064.3,15.2,71.1,D02,Hospital,27,11,N,40.9
2025-03-24,F004,282,131,8,8,80,24,0.0829,0.4629,345.1,0,72.2,D02,Urgent Care,42,4,N,41.3
2025-03-24,F005,841,281,71,72,110,42,0.0807,0.8736,1587.5,18.6,70.9,D03,Hospital,52,17,N,45.9
2025-03-24,F006,273,0,0,0,0,25,0.0799,0.0,114.7,0,88.7,D03,Community Clinic,0,4,N,28.5
2025-03-24,F007,500,150,52,50,72,26,0.0875,0.8422,989.5,6.8,77.0,D04,Hospital,16,1,N,25.7
2025-03-24,F008,216,0,0,0,0,30,0.0707,0.0,90.7,0,80.8,D04,Community Clinic,0,10,N,24.2
2025-03-24,F009,354,106,26,24,83,29,0.0707,0.8511,651.4,4.8,75.0,D05,Hospital,31,6,N,27.1
2025-03-24,F010,186,86,4,4,69,25,0.0688,0.3028,225.2,0,76.1,D05,Urgent Care,35,6,N,27.8
2025-03-25,F001,308,81,28,26,68,29,0.072,0.7536,666.4,0,74.9,D01,Hospital,13,5,N,26.7
2025-03-25,F002,178,0,0,0,0,32,0.0471,0.0,74.8,0,82.8,D01,Community Clinic,0,10,N,23.1
2025-03-25,F003,537,166,41,45,92,35,0.0864,0.7761,1051.0,0,71.4,D02,Hospital,32,9,N,41.8
2025-03-25,F004,208,81,2,2,57,22,0.0759,0.4342,233.0,0,78.0,D02,Urgent Care,19,2,N,34.5
2025-03-25,F005,542,183,58,57,86,28,0.0845,0.8489,1278.0,6.7,74.8,D03,Hospital,28,3,N,34.8
2025-03-25,F006,204,0,0,0,0,25,0.0544,0.0,85.7,0,83.7,D03,Community Clinic,0,4,N,25.5
2025-03-25,F007,406,90,29,28,67,36,0.0903,0.8288,788.8,1.9,74.5,D04,Hospital,11,11,N,29.4
2025-03-25,F008,158,0,0,0,0,21,0.0597,0.0,66.4,0,90.0,D04,Community Clinic,0,1,N,18.8
2025-03-25,F009,269,82,27,29,56,31,0.0635,0.8153,585.9,0,76.4,D05,Hospital,4,8,N,21.2
2025-03-25,F010,165,66,2,2,45,23,0.0707,0.3442,186.7,0,81.3,D05,Urgent Care,11,4,N,21.8
2025-03-26,F001,390,130,40,37,70,28,0.072,0.8494,806.0,6.0,76.7,D01,Hospital,15,4,N,26.7
2025-03-26,F002,220,0,0,0,0,31,0.0785,0.0,92.4,0,83.3,D01,Community Clinic,0,9,N,26.4
2025-03-26,F003,495,167,50,44,86,29,0.0717,0.846,1064.9,6.5,76.6,D02,Hospital,26,3,N,36.0
2025-03-26,F004,230,110,4,4,69,19,0.0488,0.4665,280.6,0,79.4,D02,Urgent Care,31,-1,N,33.0
2025-03-26,F005,601,154,40,43,70,29,0.0652,0.8105,1210.8,0,78.3,D03,Hospital,12,4,N,29.4
2025-03-26,F006,213,0,0,0,0,25,0.0829,0.0,89.5,0,88.7,D03,Community Clinic,0,4,N,28.9
2025-03-26,F007,399,93,31,30,63,29,0.076,0.8442,795.8,4.5,77.8,D04,Hospital,7,4,N,23.7
2025-03-26,F008,184,0,0,0,0,21,0.072,0.0,77.3,0,87.5,D04,Community Clinic,0,1,N,20.3
2025-03-26,F009,285,71,24,21,75,28,0.0739,0.7931,572.2,0,81.4,D05,Hospital,23,5,N,25.3
2025-03-26,F010,159,66,2,2,52,28,0.061,0.5054,183.3,0,81.4,D05,Urgent Care,18,9,N,24.4
2025-03-27,F001,380,115,34,31,72,24,0.0615,0.8497,762.2,5.0,77.4,D01,Hospital,17,0,N,24.1
2025-03-27,F002,166,0,0,0,0,25,0.0863,0.0,69.7,0,83.7,D01,Community Clinic,0,3,N,24.7
2025-03-27,F003,478,160,53,49,95,31,0.077,0.7864,1060.9,0,73.3,D02,Hospital,35,5,N,39.5
2025-03-27,F004,239,103,7,7,50,28,0.0971,0.3275,290.9,0,76.4,D02,Urgent Care,12,8,N,38.2
2025-03-27,F005,620,207,59,56,83,29,0.0745,0.8694,1347.7,19.5,76.3,D03,Hospital,25,4,N,33.4
2025-03-27,F006,202,0,0,0,0,23,0.0676,0.0,84.8,0,85.9,D03,Community Clinic,0,2,N,26.2
2025-03-27,F007,391,123,31,27,71,34,0.078,0.8262,819.9,1.1,70.6,D04,Hospital,15,9,N,27.9
2025-03-27,F008,158,0,0,0,0,26,0.098,0.0,66.4,0,85.6,D04,Community Clinic,0,6,N,25.7
2025-03-27,F009,279,74,22,21,71,30,0.0901,0.7558,563.8,0,72.5,D05,Hospital,19,7,N,27.2
2025-03-27,F010,147,63,4,4,52,21,0.0654,0.5117,181.9,0,79.6,D05,Urgent Care,18,2,N,21.8
2025-03-28,F001,377,88,26,26,80,25,0.0535,0.7696,703.0,0,72.2,D01,Hospital,25,1,N,25.3
2025-03-28,F002,184,0,0,0,0,31,0.0751,0.0,77.3,0,85.7,D01,Community Clinic,0,9,N,26.0
2025-03-28,F003,432,143,46,48,95,30,0.0538,0.8629,991.5,9.1,74.5,D02,Hospital,35,4,N,36.3
2025-03-28,F004,208,90,5,5,55,27,0.0867,0.4947,253.5,0,77.3,D02,Urgent Care,17,7,N,37.6
2025-03-28,F005,596,176,54,50,80,37,0.0708,0.7889,1285.0,0,77.2,D03,Hospital,22,12,N,35.9
2025-03-28,F006,191,0,0,0,0,23,0.072,0.0,80.2,0,83.7,D03,Community Clinic,0,2,N,26.7
2025-03-28,F007,373,92,24,26,67,34,0.0745,0.7943,752.5,0,79.9,D04,Hospital,11,9,N,26.6
2025-03-28,F008,162,0,0,0,0,28,0.0579,0.0,68.0,0,83.7,D04,Community Clinic,0,8,N,21.7
2025-03-28,F009,282,82,25,22,73,29,0.0697,0.8475,585.0,4.0,74.7,D05,Hospital,21,6,N,24.8
2025-03-28,F010,175,77,3,3,64,26,0.0754,0.3331,206.6,0,80.9,D05,Urgent Care,30,7,N,27.9
2025-03-29,F001,270,69,20,19,77,33,0.0726,0.7477,602.0,0,72.0,D01,Hospital,22,9,N,30.6
2025-03-29,F002,149,0,0,0,0,29,0.0523,0.0,62.6,0,81.6,D01,Community Clinic,0,7,N,22.4
2025-03-29,F003,368,96,27,26,68,26,0.0783,0.8324,835.6,1.9,80.3,D02,Hospital,8,0,N,31.5
2025-03-29,F004,219,102,5,5,56,23,0.0734,0.4472,270.9,0,83.7,D02,Urgent Care,18,3,N,34.4
2025-03-29,F005,475,135,34,32,78,26,0.0751,0.818,1099.5,0,74.4,D03,Hospital,20,1,N,31.0
2025-03-29,F006,186,0,0,0,0,26,0.0685,0.0,78.1,0,82.6,D03,Community Clinic,0,5,N,27.6
2025-03-29,F007,315,87,22,19,70,25,0.0691,0.7575,707.9,0,75.2,D04,Hospital,14,0,N,22.6
2025-03-29,F008,139,0,0,0,0,24,0.0665,0.0,58.4,0,82.3,D04,Community Clinic,0,4,N,21.0
2025-03-29,F009,241,70,17,16,71,25,0.068,0.7863,519.0,0,79.7,D05,Hospital,19,2,N,22.3
2025-03-29,F010,115,52,1,1,45,14,0.0704,0.4774,141.8,0,86.6,D05,Urgent Care,11,-5,N,20.0
2025-03-30,F001,230,64,16,15,55,31,0.0667,0.7605,559.3,0,75.3,D01,Hospital,0,7,N,24.1
2025-03-30,F002,159,0,0,0,0,23,0.0724,0.0,66.8,0,83.7,D01,Community Clinic,0,1,N,22.1
2025-03-30,F003,379,95,29,27,72,24,0.0737,0.7403,848.7,0,75.1,D02,Hospital,12,-2,N,31.8
2025-03-30,F004,209,85,5,5,61,20,0.0751,0.513,249.3,0,79.8,D02,Urgent Care,23,0,N,34.4
2025-03-30,F005,404,136,36,32,68,25,0.0895,0.8053,1069.4,0,72.5,D03,Hospital,10,0,N,30.1
2025-03-30,F006,167,0,0,0,0,23,0.1083,0.0,70.1,0,81.8,D03,Community Clinic,0,2,N,31.0
2025-03-30,F007,359,121,32,31,83,34,0.0591,0.7627,804.4,0,72.5,D04,Hospital,27,9,N,28.3
2025-03-30,F008,152,0,0,0,0,28,0.0718,0.0,63.8,0,87.2,D04,Community Clinic,0,8,N,23.4
2025-03-30,F009,232,62,17,18,68,31,0.0824,0.7727,506.5,0,69.0,D05,Hospital,16,8,N,26.1
2025-03-30,F010,131,61,2,2,53,33,0.0906,0.3969,163.2,0,75.4,D05,Urgent Care,19,14,N,30.5
2025-03-31,F001,386,120,33,35,76,34,0.0687,0.7803,766.3,0,74.5,D01,Hospital,21,10,N,30.3
2025-03-31,F002,200,0,0,0,0,31,0.0675,0.0,84.0,0,82.5,D01,Community Clinic,0,9,N,25.1
2025-03-31,F003,519,156,52,54,96,31,0.0764,0.8724,1075.7,14.4,76.3,D02,Hospital,36,5,N,39.6
2025-03-31,F004,237,112,8,8,82,22,0.0504,0.4732,302.4,0,80.0,D02,Urgent Care,44,2,N,36.9
2025-03-31,F005,694,216,73,64,91,39,0.0855,0.8151,1452.9,0,71.6,D03,Hospital,33,14,N,41.0
2025-03-31,F006,233,0,0,0,0,27,0.0869,0.0,97.9,0,82.2,D03,Community Clinic,0,6,N,30.3
2025-03-31,F007,443,123,37,32,81,32,0.0645,0.8312,872.5,2.9,74.8,D04,Hospital,25,7,N,27.6
2025-03-31,F008,191,0,0,0,0,21,0.0833,0.0,80.2,0,86.0,D04,Community Clinic,0,1,N,21.6
2025-03-31,F009,319,90,26,24,66,32,0.088,0.8158,617.0,0,74.9,D05,Hospital,14,9,N,26.8
